	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17316043	ENSMUSG00000022206	Npr3	0,2543551982	7,3988951846	4,2725322953	8,33066791987702E-05	0,0131129196	1,4051386451
17511466	ENSMUSG00000099207	Gm10637	0,3167741258	4,7098505077	4,2716054515	8,3562526791149E-05	0,0131129196	1,4023367485
17232358	ENSMUSG00000019889	Ptprk	0,1598824627	10,0877581231	4,268323251	8,44747086462535E-05	0,0131555607	1,3924166677
17328046	ENSMUSG00000059003	Grin2a	0,2193157117	10,2319311692	4,267646196	8,46640751222869E-05	0,0131555607	1,3903707687
17465164	ENSMUSG00000078179	Rnf148	0,5105995011	5,4038897231	4,2663149349	8,50376216463988E-05	0,0131555607	1,386348438
17548002	#N/D	#N/D	0,4065944698	7,6053359692	4,2623784731	8,61515748294053E-05	0,0132653202	1,3744579226
17416162	ENSMUSG00000028519	Dab1	0,2056829081	8,4914114462	4,2512458807	8,93792451112146E-05	0,0136979958	1,3408573489
17339889	ENSMUSG00000036368	Rmdn2	0,294901915	6,7610806462	4,2449100397	9,12683545801141E-05	0,0139224569	1,3217520593
17518780	ENSMUSG00000032373	Car12	0,4946979181	6,7907616615	4,2342831349	9,45243501552481E-05	0,0143523848	1,2897362622
17222618	ENSMUSG00000060424	Pantr1	0,1958221885	9,3201475385	4,2301303311	9,58271660321096E-05	0,0144831501	1,2772349416
17268416	ENSMUSG00000018678	Sp2	0,2499880484	6,3151868923	4,2274675487	9,66716938169477E-05	0,0145437685	1,2692220116
17252800	ENSMUSG00000010554	Mettl16	0,2546712796	7,7545062923	4,2112911971	0,0001019597	0,015190792	1,2205930356
17401335	ENSMUSG00000032902	Slc16a1	-0,2464147932	8,5806724923	-4,2103423013	0,0001022785	0,015190792	1,2177431316
17414642	#N/D	Gm11210	0,4949192481	5,9989176308	4,2075296673	0,000103229	0,015190792	1,2092974244
17383886	ENSMUSG00000039195	1110008P14Rik	0,295454805	9,7949787692	4,20677829	0,0001034844	0,015190792	1,2070416449
17313376	ENSMUSG00000022389	Tef	-0,2244232912	7,5839596154	-4,206416173	0,0001036077	0,015190792	1,2059545659
17394668	ENSMUSG00000050556	Kcnb1	0,2310463914	8,6805091231	4,2059943929	0,0001037515	0,015190792	1,204688432
17497432	ENSMUSG00000015981	Stk32c	-0,1627588381	9,3348323231	-4,2015754102	0,0001052697	0,0153445762	1,1914266718
17218044	ENSMUSG00000035131	Brinp3	-0,2106668926	9,8238834	-4,199311319	0,0001060559	0,0153907713	1,1846344149
17418355	#N/D	#N/D	-0,6669720893	5,1026638154	-4,197956026	0,0001065292	0,0153913588	1,1805693518
17295907	ENSMUSG00000021710	Nln	-0,1914146997	8,6171822308	-4,1856044426	0,0001109386	0,015912591	1,1435499317
17496354	ENSMUSG00000030711	Sult1a1	0,4069670945	6,7031239385	4,1847862978	0,0001112369	0,015912591	1,1410996175
17223080	ENSMUSG00000042807	Hecw2	-0,2104514238	9,0218005385	-4,1838137629	0,0001115924	0,015912591	1,1381871989
17515641	ENSMUSG00000034275	Igsf9b	0,2681529553	8,7547494154	4,1811516565	0,0001125713	0,0159826822	1,1302166799
17236934	ENSMUSG00000019971	Cep290	0,1975227106	7,9864062154	4,1745346225	0,0001150406	0,0162628709	1,1104150485
17308046	ENSMUSG00000022054	Nefm	0,226421877	8,3193923231	4,1693150267	0,0001170254	0,0164289942	1,0948055725
17500270	ENSMUSG00000085795	Zfp703	0,3889427	6,0843234154	4,1688142987	0,0001172176	0,0164289942	1,0933085969
17438113	ENSMUSG00000029154	Cwh43	0,3090052316	6,4496616308	4,1625997764	0,0001196279	0,0166195126	1,0747366537
17418767	ENSMUSG00000028804	Csmd2	0,2446656289	8,5213233538	4,161577116	0,0001200292	0,0166195126	1,0716816986
17495088	ENSMUSG00000030788	Rnf141	-0,1846700663	9,7651876308	-4,1614042748	0,0001200971	0,0166195126	1,0711654112
17349926	ENSMUSG00000046387	Pcdhb17	-0,2178059955	8,7162166	-4,1512037765	0,0001241735	0,0171114191	1,0407136735
17352371	ENSMUSG00000063889	Crem	0,2262597835	6,1168900615	4,1475059309	0,0001256841	0,0172471226	1,0296830861
17466075	ENSMUSG00000042599	Kdm7a	0,1666609457	9,3596393077	4,1441747173	0,0001270602	0,0173633114	1,0197501111
17548334	#N/D	#N/D	0,1856357196	10,3718200462	4,1365730313	0,0001302554	0,0177260855	0,9970975744
17380637	ENSMUSG00000000305	Cdh4	0,2721298925	7,6461717077	4,1346094636	0,0001310933	0,0177471601	0,9912494589
17539797	ENSMUSG00000004317	Clcn5	-0,2545399959	7,0752210923	-4,1336782675	0,0001314925	0,0177471601	0,9884765259
17317717	ENSMUSG00000036800	Fam135b	0,1906566953	9,1094944923	4,1257731277	0,0001349292	0,0181363582	0,9649483664
17519022	ENSMUSG00000032220	Myo1e	0,3283581449	8,0044967385	4,1232554736	0,0001360418	0,0182112811	0,957459527
17264282	ENSMUSG00000053930	Shisa6	0,3650391776	8,0596430308	4,1114469357	0,0001413804	0,018796435	0,92236369
17478587	#N/D	A230056P14Rik	0,371662797	6,4174495231	4,111058777	0,0001415593	0,018796435	0,9212108682
17341247	ENSMUSG00000023845	Lnpep	0,1552117447	10,1793145231	4,0996927588	0,0001468957	0,0194263657	0,8874771524
17212908	ENSMUSG00000038349	Plcl1	0,2626143355	8,2728806615	4,0950740651	0,0001491195	0,019553507	0,8737819132
17373530	ENSMUSG00000027220	Syt13	0,222979715	9,8514242462	4,0944574222	0,0001494188	0,019553507	0,8719540194
17403934	ENSMUSG00000028174	Rpe65	-0,5052629192	5,7758493538	-4,0939908478	0,0001496457	0,019553507	0,8705710565
17218543	ENSMUSG00000040782	Rfwd2	0,1466332925	9,8940357692	4,0808702257	0,0001561644	0,0203243022	0,8317115944
17544939	ENSMUSG00000031431	Tsc22d3	0,2742715579	6,7504016615	4,0754808286	0,000158921	0,0206013067	0,8157672212
17201347	#N/D	#N/D	0,6883257068	4,5634204615	4,0723243155	0,0001605573	0,020731481	0,8064335075
17292634	ENSMUSG00000056749	Nfil3	0,3591316709	6,3689875385	4,0655058724	0,0001641477	0,0211119694	0,7862835536
17395499	ENSMUSG00000039059	Hrh3	-0,2292536208	9,5136381385	-4,0636314086	0,0001651483	0,0211576906	0,7807469884
17297495	#N/D	#N/D	-0,3907572051	7,2817106	-4,0556904789	0,0001694531	0,0215432763	0,7573058218
17220974	ENSMUSG00000026640	Plxna2	0,2151090198	9,8047709385	4,0556564384	0,0001694718	0,0215432763	0,7572053844
17204181	#N/D	#N/D	0,4739833316	7,9791090154	4,0462305862	0,0001747231	0,0221250732	0,7294099943
17529662	ENSMUSG00000037410	Tbc1d2b	-0,2300576042	7,5203323692	-4,0337649753	0,0001819103	0,0229465824	0,6926995341
17292562	ENSMUSG00000021451	Sema4d	-0,1746547913	8,3823455231	-4,0295850048	0,0001843837	0,0230626651	0,6804022535
17530782	ENSMUSG00000032575	Manf	0,2452478719	6,8485356923	4,0282369136	0,0001851883	0,0230626651	0,6764375719
17287005	ENSMUSG00000021373	Cap2	0,1647219756	11,3075473846	4,0275579292	0,0001855948	0,0230626651	0,674440954
17361435	ENSMUSG00000045903	Npas4	0,6291629169	7,2649381077	4,0274770882	0,0001856433	0,0230626651	0,6742032445
17405154	ENSMUSG00000061143	Maml3	0,4471833367	6,5565281077	4,0141300888	0,0001938144	0,0239869036	0,6349893205
17470515	ENSMUSG00000040797	Iqsec3	0,2447775769	9,1016080154	4,0117613724	0,0001953004	0,0240799481	0,6280366942
17458723	ENSMUSG00000086040	Wipf3	0,2743335376	8,6622136462	3,9860055006	0,000212186	0,0259952228	0,5525704879
17502499	ENSMUSG00000031622	Sin3b	0,1620078522	9,0215434308	3,9855942195	0,0002124668	0,0259952228	0,5513673827
17444267	ENSMUSG00000029581	Fscn1	0,2219601322	9,6467083385	3,9845050459	0,000213212	0,0259952228	0,5481815644
17290093	ENSMUSG00000021730	Hcn1	0,2013397066	10,0783428615	3,9741829056	0,0002204014	0,0267722371	0,5180111734
17280148	ENSMUSG00000020566	Atp6v1c2	-0,4487170851	5,2627673077	-3,971971168	0,000221972	0,0268635304	0,5115516529
17456804	ENSMUSG00000058440	Nrf1	0,2033201017	7,1303280308	3,9643469698	0,0002274696	0,0274276495	0,4892986124
17231784	ENSMUSG00000039910	Cited2	0,3131386506	9,2894328462	3,9610086434	0,000229918	0,0275245398	0,4795617162
17512565	ENSMUSG00000035237	Lcat	0,2894627866	8,6310886923	3,9609629489	0,0002299516	0,0275245398	0,4794284679
17466982	ENSMUSG00000019124	Scrn1	-0,1540464808	10,2470798154	-3,9552453645	0,0002342048	0,0279316872	0,4627617444
17472955	ENSMUSG00000030306	Tmtc1	-0,1501265162	9,8332794154	-3,9508946078	0,000237492	0,0282210998	0,4500875036
17501202	#N/D	#N/D	-0,3266219292	7,8246486615	-3,9479613693	0,0002397332	0,0283443763	0,4415466542
17492196	ENSMUSG00000025790	Slco3a1	0,2482886968	7,2369055231	3,9472786004	0,0002402578	0,0283443763	0,4395590669
17245692	ENSMUSG00000040502	March9	-0,3086839184	6,1897111385	-3,9446679414	0,000242274	0,0284797921	0,431960873
17337741	ENSMUSG00000023915	Tnfrsf21	0,1989332342	9,2655344	3,9377044976	0,0002477321	0,0289333711	0,4117066547
17262394	ENSMUSG00000044807	Zfp354c	-0,1766411319	8,8559144	-3,9362863217	0,0002488581	0,0289333711	0,4075839179
17290173	ENSMUSG00000093930	Hmgcs1	-0,161175497	11,2384147692	-3,935815864	0,0002492328	0,0289333711	0,4062164324
17516993	#N/D	#N/D	0,1220665608	10,2461179231	3,9352784619	0,0002496614	0,0289333711	0,4046544605
17327876	ENSMUSG00000022540	Rogdi	0,2438979585	8,6918730154	3,928538613	0,0002550976	0,0294592789	0,3850742053
17354969	ENSMUSG00000024583	Txnl1	0,1339100604	10,1337589231	3,9250067434	0,0002579917	0,029674166	0,3748204743
17343227	ENSMUSG00000024039	Cbs	0,2453954035	6,9001872	3,9240660163	0,0002587679	0,029674166	0,372090152
17350332	ENSMUSG00000054477	Kcnn2	0,2091239818	7,8199341692	3,9211083018	0,000261223	0,0298513308	0,3635080101
17290363	ENSMUSG00000021147	Wdr37	-0,1106169029	9,0895522	-3,91797993	0,0002638443	0,0300461811	0,3544343084
17271281	ENSMUSG00000020614	Fam20a	0,3206057619	7,2820338	3,91640087	0,0002651769	0,0300934548	0,3498557319
17503910	ENSMUSG00000033009	Ogfod1	0,1777024385	10,1952196615	3,9135015311	0,0002676409	0,0302683344	0,3414514053
17376805	ENSMUSG00000074771	Ankef1	-0,3765829912	5,3925417077	-3,9068662954	0,0002733629	0,0308092241	0,3222299053
17346715	ENSMUSG00000045036	Tmem232	-0,2955023276	5,6682531231	-3,9051530537	0,0002748595	0,0308717999	0,3172695826
17530348	ENSMUSG00000032560	Dnajc13	-0,1209362457	9,3931910308	-3,9020769828	0,0002775663	0,0310694214	0,3083663066
17343088	ENSMUSG00000043557	Mdga1	0,3281726078	6,4254268462	3,8997783344	0,0002796057	0,0311283247	0,3017155483
17317858	ENSMUSG00000022607	Ptk2	0,1653058394	10,3514831385	3,8993462169	0,0002799907	0,0311283247	0,3004655145
17303433	ENSMUSG00000021750	Fam107a	0,2950675598	11,2065764615	3,8969526192	0,0002821326	0,0312016558	0,2935425934
17308956	#N/D	9630013A20Rik	-0,3815390779	6,2915556308	-3,8964848673	0,000282553	0,0312016558	0,292189988
17228943	ENSMUSG00000026694	Mettl13	-0,2641197427	6,2957868462	-3,8940291757	0,0002847701	0,031311377	0,2850902096
17317086	ENSMUSG00000037343	Taf2	0,1489391282	9,1240440462	3,8932207069	0,0002855037	0,031311377	0,282753312
17279730	ENSMUSG00000048004	Tmem196	-0,2009574099	9,3715237538	-3,8916840909	0,0002869029	0,031311377	0,278312383
17285631	ENSMUSG00000004341	Gpx6	-0,724801673	4,7346009231	-3,8910581657	0,0002874748	0,031311377	0,2765036762
17351351	ENSMUSG00000042439	Zfp532	0,1849103423	8,9384647692	3,8893609115	0,000289031	0,031311377	0,2715999613
17428600	ENSMUSG00000003810	Mast2	0,1496994612	9,3029901692	3,889095804	0,0002892748	0,031311377	0,2708341119
17342868	ENSMUSG00000024222	Fkbp5	0,3260458635	7,2018672615	3,8854023243	0,0002926923	0,0314961855	0,2601671202
17406399	#N/D	Gm3740	0,3147659768	6,2320015692	3,8851760946	0,0002929029	0,0314961855	0,259513927
17380496	#N/D	#N/D	0,1708105551	10,389824	3,8813086707	0,0002965255	0,0316467503	0,2483505751
17474371	ENSMUSG00000030413	Pglyrp1	0,4542394907	6,7981046615	3,8810331779	0,0002967852	0,0316467503	0,247555584
17380711	ENSMUSG00000039050	Osbpl2	-0,1471521282	9,5758133692	-3,8805958848	0,0002971979	0,0316467503	0,2462937458
17288812	ENSMUSG00000071252	2210408I21Rik	-0,1629314162	8,6544638769	-3,8758391412	0,0003017226	0,0320245863	0,2325726424
17406221	ENSMUSG00000033910	Gucy1a3	-0,1768186121	9,8832234	-3,8701265742	0,0003072443	0,0325054599	0,2161060476
17468432	#N/D	#N/D	0,4509397358	5,1389914923	3,867518522	0,0003097975	0,0326701888	0,2085925137
17328742	ENSMUSG00000022756	Slc7a4	0,2940230747	7,7640409538	3,8616835633	0,0003155839	0,0331737334	0,1917922171
17446322	ENSMUSG00000028944	Prkag2	0,1503939213	8,6742988308	3,8477919164	0,0003297819	0,0345554485	0,1518484658
17531217	ENSMUSG00000066357	Wdr6	-0,2881720652	8,1808609692	-3,8418790113	0,00033601	0,0350959221	0,1348696883
17231387	ENSMUSG00000040675	Mthfd1l	-0,2900172566	7,0735614	-3,8400222465	0,000337989	0,0351905557	0,1295408808
17274212	ENSMUSG00000020580	Rock2	0,1567009728	10,8511650769	3,8371980214	0,0003410207	0,0353118584	0,1214381356
17331114	ENSMUSG00000022749	Tbc1d23	-0,1402874028	9,1477648769	-3,836932168	0,0003413074	0,0353118584	0,1206755609
17312127	ENSMUSG00000059895	Ptp4a3	0,2271561416	8,3718372923	3,834638674	0,0003437906	0,0353629478	0,1140980602
17484952	ENSMUSG00000025511	Tspan4	-0,3620863257	5,8348597077	-3,8338279613	0,0003446726	0,0353629478	0,1117735205
17311807	ENSMUSG00000022351	Sqle	-0,1864393114	9,1903539846	-3,8324896724	0,0003461332	0,0353629478	0,1079368436
17346155	ENSMUSG00000001227	Sema6b	-0,1721906359	9,2314184154	-3,8318221432	0,000346864	0,0353629478	0,1060234018
17240199	ENSMUSG00000039480	Nt5dc1	0,2635810082	6,3791551538	3,8311053414	0,0003476503	0,0353629478	0,1039689197
17448595	ENSMUSG00000029211	Gabra4	-0,138867385	10,5694620462	-3,8301800005	0,000348668	0,0353629478	0,1013170294
17465238	ENSMUSG00000039904	Gpr37	-0,2214344993	8,5820438462	-3,8295623551	0,0003493489	0,0353629478	0,0995471387
17245700	ENSMUSG00000006736	Tspan31	0,2636684848	9,1257557692	3,8257809969	0,0003535453	0,0356776181	0,0887147969
17271632	ENSMUSG00000041592	Sdk2	0,2852359324	7,9273974	3,8245683157	0,0003549014	0,0357046012	0,0852420731
17439909	ENSMUSG00000054720	Lrrc8c	0,2463466368	7,6746910308	3,8226380998	0,0003570701	0,0358129292	0,0797157736
17488735	ENSMUSG00000037239	Spred3	0,2710744176	8,8066147846	3,8198331283	0,0003602444	0,0359109167	0,0716876596
17221054	#N/D	#N/D	0,2634099822	8,0731181385	3,8189897506	0,0003612041	0,0359109167	0,0692744417
17532418	ENSMUSG00000037949	Ano10	-0,2073030007	8,1732046308	-3,8188776403	0,0003613319	0,0359109167	0,0689536739
17493756	ENSMUSG00000030718	Ppme1	0,1787233514	10,5181532308	3,8154828782	0,0003652213	0,0360993184	0,0592430258
17223616	ENSMUSG00000026014	Raph1	0,1795989331	9,4145737077	3,8153025696	0,000365429	0,0360993184	0,0587273858
17404816	ENSMUSG00000085007	Gm11549	0,274069754	8,3554405538	3,8098879952	0,0003717193	0,036610446	0,0432490575
17516871	ENSMUSG00000034135	Sik3	0,1701406464	9,4451800923	3,8078482798	0,0003741159	0,0367361604	0,0374212944
17278767	#N/D	#N/D	-0,2280753011	11,3856365846	-3,8053610646	0,0003770583	0,0368388149	0,0303172243
17398742	ENSMUSG00000059994	Fcrl1	0,359998309	4,8866973538	3,8050669039	0,0003774077	0,0368388149	0,029477197
17209653	#N/D	#N/D	0,8283005656	4,3168956462	3,7997404644	0,0003837898	0,0372056469	0,0142726505
17409963	ENSMUSG00000039735	Fnbp1l	0,1726609637	9,9589326923	3,7992640134	0,0003843657	0,0372056469	0,0129131587
17224738	ENSMUSG00000054702	Ap1s3	0,2787315398	6,3347622154	3,7990958381	0,0003845691	0,0372056469	0,0124333141
17410376	ENSMUSG00000041084	Ostc	0,250985929	8,8339018308	3,7977553341	0,0003861947	0,0372530269	0,0086089409
17480290	ENSMUSG00000076143	Mir708	-0,3030282248	7,3635814462	-3,7952386186	0,0003892646	0,0373455192	0,0014308727
17276985	ENSMUSG00000042700	Sipa1l1	0,1574006951	10,7115256154	3,7951027552	0,000389431	0,0373455192	0,0010434419
17280343	ENSMUSG00000094002	Gm9866	-0,2338612816	7,6784414615	-3,7924622935	0,0003926783	0,0375471433	-0,0064846699
17513297	ENSMUSG00000031758	Cdyl2	0,2301421566	7,9436913231	3,7899175877	0,0003958325	0,0377387152	-0,0137371027
17210517	#N/D	#N/D	0,7344408244	5,2789878	3,7880125809	0,0003982097	0,0378553133	-0,0191646688
17506917	ENSMUSG00000033998	Kcnk1	0,1339971979	10,7961515385	3,7821644928	0,0004055934	0,0384457978	-0,0358172805
17530159	ENSMUSG00000043154	Ppp2r3a	-0,1689173327	8,5237207385	-3,7600540971	0,0004347167	0,0408505033	-0,0986511403
17481695	ENSMUSG00000066232	Ipo7	0,1756808917	10,1266241077	3,758986081	0,0004361732	0,0408505033	-0,1016811784
17525868	ENSMUSG00000032020	Ubash3b	0,2223468429	7,5990111385	3,7587998412	0,0004364276	0,0408505033	-0,102209506
17376510	ENSMUSG00000027333	Smox	0,2448290802	7,4369713692	3,7568326258	0,0004391241	0,0408505033	-0,1077892566
17283463	ENSMUSG00000057963	Itpk1	0,1679241713	8,5649275692	3,7542438943	0,000442697	0,0408505033	-0,1151294262
17204499	#N/D	#N/D	0,8527676571	5,1653482769	3,7540792264	0,0004429252	0,0408505033	-0,1155962372
17340197	ENSMUSG00000024140	Epas1	0,1946510713	8,9805692	3,7540404272	0,000442979	0,0408505033	-0,1157062261
17406843	#N/D	1500004A13Rik	0,2321431368	8,4778001385	3,7523596467	0,000445315	0,0408505033	-0,1204703418
17366562	ENSMUSG00000043241	Upf2	0,1664494329	9,1481379077	3,7522017886	0,000445535	0,0408505033	-0,1209177254
17319674	#N/D	Cyp2d13	0,3893323027	4,5207967538	3,7517601272	0,0004461511	0,0408505033	-0,1221693776
17404628	ENSMUSG00000027674	Pex5l	0,1699121045	9,7614241077	3,750807481	0,0004474829	0,0408505033	-0,1248688673
17448960	ENSMUSG00000029238	Clock	0,148816081	10,7857229231	3,7494324032	0,0004494118	0,0408505033	-0,1287647295
17291874	ENSMUSG00000039114	Nrn1	0,1658178785	11,390736	3,7493997135	0,0004494578	0,0408505033	-0,1288573363
17469406	ENSMUSG00000090667	Gm765	-0,3594310159	7,1076125231	-3,7488359135	0,000450251	0,0408505033	-0,1304544573
17493212	ENSMUSG00000039405	Prss23	0,312253706	7,1386961692	3,748597593	0,0004505868	0,0408505033	-0,1311295271
17409621	ENSMUSG00000045092	S1pr1	-0,1699046752	9,5415546462	-3,7483815565	0,0004508913	0,0408505033	-0,131741455
17426700	ENSMUSG00000028402	Mpdz	0,1639095276	8,4153249692	3,7474268193	0,0004522396	0,0408597811	-0,1344455355
17260644	ENSMUSG00000020182	Ddc	-0,3369655679	5,9245547538	-3,7434334591	0,0004579209	0,0411822837	-0,1457517483
17248666	ENSMUSG00000019189	Rnf145	-0,1784357906	8,7229724769	-3,7431544568	0,0004583204	0,0411822837	-0,1465414273
17416540	ENSMUSG00000028613	Lrp8	0,1845794493	8,7895073231	3,7417264991	0,0004603702	0,0411993934	-0,1505825668
17206743	#N/D	#N/D	0,6264605283	5,8053298923	3,7412729244	0,0004610232	0,0411993934	-0,1518660124
17519259	ENSMUSG00000034563	Ccpg1	0,129488406	8,9949779077	3,7319513322	0,0004746408	0,0423010722	-0,1782236641
17291340	#N/D	#N/D	-0,2733989405	6,5320589385	-3,7281348302	0,0004803269	0,0426918187	-0,189004727
17506991	ENSMUSG00000025810	Nrp1	0,215641417	8,2652164769	3,7255379266	0,0004842332	0,0428194134	-0,1963371241
17309268	ENSMUSG00000022122	Ednrb	-0,237757012	9,3358186923	-3,7254449689	0,0004843736	0,0428194134	-0,1965995393
17391112	ENSMUSG00000027361	Gabpb1	0,1946060254	6,6625127385	3,7232655122	0,0004876765	0,0429848277	-0,2027510071
17414045	ENSMUSG00000063446	Plppr1	-0,3076340422	8,0602175385	-3,7222234387	0,0004892633	0,0429848277	-0,2056915336
17467062	ENSMUSG00000003477	Inmt	-0,3154016249	5,7107867538	-3,7216250874	0,0004901767	0,0429848277	-0,2073797579
17256273	#N/D	#N/D	0,3030080685	7,2488198769	3,720114414	0,00049249	0,0430725227	-0,2116413947
17548946	#N/D	#N/D	0,1491371453	10,5379533846	3,7181733655	0,0004954778	0,0432185786	-0,217115723
17443901	ENSMUSG00000025854	Fam20c	-0,2678755386	8,0032802769	-3,7151106438	0,0005002275	0,0434037481	-0,2257502834
17282074	ENSMUSG00000021062	Rab15	0,1946488249	8,0743992615	3,7147635834	0,0005007685	0,0434037481	-0,2267284828
17345321	ENSMUSG00000023953	Polh	-0,2300062711	6,6363080615	-3,7137574733	0,0005023399	0,0434037481	-0,229563946
17466659	ENSMUSG00000029817	Tra2a	0,2707204743	8,9010486	3,71340323	0,0005028943	0,0434037481	-0,2305621887
17506923	ENSMUSG00000057060	Slc35f3	0,2002626823	8,8430989077	3,7124903741	0,0005043257	0,0434130421	-0,2331343347
17373616	ENSMUSG00000050587	Lrrc4c	-0,1209595416	9,8461372462	-3,7114820342	0,0005059113	0,0434355319	-0,2359751175
17290603	ENSMUSG00000052374	Actn2	-0,5542149144	7,8420004923	-3,7063134216	0,0005141144	0,0439289009	-0,2505298574
17454936	ENSMUSG00000029618	Ocm	-0,4005337262	4,5175321385	-3,7061745345	0,0005143366	0,0439289009	-0,2509208061
17493632	ENSMUSG00000030747	Dgat2	-0,2013625079	8,5180897231	-3,7037985827	0,0005181517	0,0441397987	-0,2576075329
17497612	ENSMUSG00000025465	Echs1	-0,1849540912	8,0518618462	-3,7005878577	0,0005233504	0,0444671591	-0,2666398025
17216201	ENSMUSG00000026333	Gin1	0,2139621685	7,1428857385	3,6988013303	0,0005262647	0,0445992336	-0,271663694
17522158	#N/D	#N/D	-0,2604784086	6,7720184	-3,6937754131	0,000534547	0,0451843746	-0,2857898165
17312774	ENSMUSG00000049521	Cdc42ep1	0,2913076447	6,3026296308	3,6916747169	0,0005380457	0,0452800031	-0,2916909745
17492244	ENSMUSG00000059146	Ntrk3	0,1635661617	10,8280633846	3,6914390458	0,0005384395	0,0452800031	-0,2923528917
17354831	ENSMUSG00000032735	Ablim3	-0,2438151467	8,0920504462	-3,6904814949	0,0005400427	0,0452986721	-0,295042072
